Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surfaces agricoles (m2),Autres surfaces (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Décès ou bâtiments touchés,Nombre de décès,Nombre de bâtiments totalement détruits,Nombre de bâtiments partiellement détruits,Précision de la donnée,Nature,Malveillant
2022,18788,13,13112,Velaux,2022-07-03 16:48:00,95400,95400.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2023,14323,66,66143,Planèzes,2023-06-05 18:41:00,20,20.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2022,6695,56,56126,Marzan,2022-08-08 11:43:00,200000,0.0,,200000.0,,,50000.0,150000.0,0.0,150000.0,Estimées,,,,,,,Involontaire (travaux),0
2023,1086,7,7184,Pranles,2023-03-26 15:14:00,1500,1500.0,0.0,0.0,0.0,0.0,,,,,Estimées,3.0,Non,,,,,Involontaire (travaux),0
2024,21740,48,48088,La Malène,2024-08-13 19:00:00,20,0.0,20.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2024,29241,976,97610,Koungou,2024-12-11 07:00:00,50000,50000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2024,20651,11,11125,Embres-et-Castelmaure,2024-03-21 15:33:00,11800,0.0,11800.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (travaux),0
2024,22284,11,11325,Rouffiac-d'Aude,2024-07-26 18:12:00,1050,1050.0,0.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Malveillance,1
2022,972,15,15106,Lieutadès,2022-05-12 14:35:00,250000,250000.0,,0.0,,,0.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (particulier),0
2023,4761,13,13063,Miramas,2023-05-07 19:11:00,10,10.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,21709,83,83085,La Motte,2023-08-01 19:16:00,100,0.0,100.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Accidentelle,0
2024,21847,34,34299,Sérignan,2024-08-15 16:58:00,39777,0.0,39777.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Oui,0.0,4.0,0.0,,Malveillance,1
2023,21455,83,83069,Hyères,2023-03-15 10:49:00,500,500.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2023,21901,83,83012,Barjols,2023-12-27 17:32:00,4,0.0,4.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2022,15845,2B,2B009,Aléria,2022-06-24 12:29:00,300000,,300000.0,,,,,,,,,,,,,,,Involontaire (travaux),0
2024,20544,11,11401,Tuchan,2024-02-03 12:27:00,200,0.0,200.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (travaux),0
2023,17335,40,40319,Trensacq,2023-09-06 19:46:00,2100,2100.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Accidentelle,0
2023,20039,33,33376,Saint-Aubin-de-Médoc,2023-09-03 20:22:40,31,1.0,,30.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Accidentelle,0
2023,11984,4,4240,Villars-Colmars,2023-11-25 15:39:00,42300,7800.0,0.0,34500.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0
2024,22120,69,69255,Vaugneray,2024-08-24 14:01:00,76700,23400.0,,0.0,53300.0,0.0,,,,,Mesurées,,Oui,0.0,1.0,0.0,,Involontaire (particulier),0
2022,4787,60,60432,Mortefontaine,2022-08-11 13:52:00,600,600.0,,0.0,,,0.0,0.0,0.0,0.0,Mesurées,,,,,,,Involontaire (travaux),0
2024,20208,13,13073,Peypin,2024-06-21 15:35:00,5,5.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2024,21809,48,48096,Meyrueis,2024-08-15 10:05:00,5,0.0,5.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,Données partielles ou non valides,Naturelle,0
2022,18577,6,6042,Clans,2022-08-26 18:19:00,400,100.0,300.0,,,,,,,,,1.0,,,,,,Naturelle,0
2023,5707,11,11257,Monze,2023-07-16 04:51:00,936,0.0,936.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Malveillance,1
2023,19907,33,33012,Arsac,2023-06-18 10:30:34,20,20.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Naturelle,0
2023,1576,34,34144,Lunas,2023-04-04 22:27:00,3751,3751.0,0.0,0.0,0.0,0.0,,,,,Mesurées,4.0,Non,,,,,Malveillance,1
2024,21648,34,34010,Aniane,2024-08-07 00:42:00,946,946.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,6574,56,56248,Surzur,2022-07-23 21:30:00,2,2.0,,0.0,,,0.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (travaux),0
2022,18184,2A,2A108,Évisa,2022-08-08 16:06:00,50,50.0,,,,,,,,,,4.0,,,,,,Naturelle,0
2022,13851,4,4162,Revest-des-Brousses,2022-03-12 12:28:00,11800,1100.0,8000.0,,,,,,,2700.0,,2.0,,,,,,Involontaire (particulier),0
2022,18865,13,13095,Saint-Marc-Jaumegarde,2022-07-05 15:32:00,1700,1700.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2022,10632,24,24481,Saint-Paul-la-Roche,2022-08-03 16:29:00,500,500.0,,0.0,,,0.0,,,,Estimées,,Non,,,,,Involontaire (travaux),0
2023,10012,2B,2B275,Sermano,2023-10-03 13:46:00,500,0.0,500.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,13768,2B,2B281,Sisco,2022-02-12 15:47:00,300,,,,,,,,,,,,,,,,,Malveillance,1
2023,14096,66,66009,Arles-sur-Tech,2023-03-22 17:11:00,50,50.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Accidentelle,0
2022,11394,33,33236,Lège-Cap-Ferret,2022-07-18 06:28:00,500,500.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Accidentelle,0
2023,20888,30,30129,Générargues,2023-07-25 18:40:00,137,137.0,0.0,0.0,0.0,0.0,,,,,Mesurées,3.0,Non,,,,,Accidentelle,0
2023,14882,27,27118,Brosville,2023-07-03 11:34:00,50400,400.0,,0.0,50000.0,0.0,,,,,Estimées,,Non,,,,Données partielles ou non valides,Accidentelle,0
2022,18900,13,13007,Auriol,2022-07-12 14:11:00,300,300.0,,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2023,15506,38,38085,Charvieu-Chavagneux,2023-07-14 23:51:00,30,30.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2022,13824,2A,2A254,Quenza,2022-02-04 17:38:00,1,,,,,,,,,1.0,,4.0,,,,,,Involontaire (travaux),0
2023,3694,11,11266,Port-la-Nouvelle,2023-02-05 11:10:00,500,0.0,500.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2023,13713,34,34059,La Caunette,2023-07-09 12:15:00,4384,4384.0,0.0,0.0,0.0,0.0,,,,,Mesurées,4.0,Non,,,,,Involontaire (travaux),0
2022,16907,2A,2A247,Porto-Vecchio,2022-06-25 21:43:00,150,,150.0,,,,,,,,,,,,,,,Accidentelle,0
2022,18791,13,13098,Saint-Mitre-les-Remparts,2022-07-08 02:26:00,248600,248600.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2023,17297,40,40165,Luglon,2023-08-10 05:48:00,413930,413930.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2023,7160,2B,2B143,Linguizzetta,2023-08-12 10:17:00,20,0.0,20.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2022,19292,2B,2B039,Bisinchi,2022-09-16 22:31:00,100,,,,,,,,,,,,,,,,,Malveillance,1
2023,7784,2B,2B002,Aghione,2023-08-24 05:57:00,2000,2000.0,0.0,0.0,0.0,0.0,,,,,Estimées,2.0,Non,,,,,Malveillance,1
2022,19707,13,13039,Fos-sur-Mer,2022-09-21 14:10:00,50,50.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2022,18875,13,13039,Fos-sur-Mer,2022-07-06 15:58:00,500,500.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2023,13127,74,74311,Viuz-en-Sallaz,2023-10-18 10:20:00,6,6.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2022,18799,13,13071,Les Pennes-Mirabeau,2022-07-31 17:38:00,10000,10000.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2022,14554,83,83140,Tourves,2022-04-11 14:43:00,1000,1000.0,,,,,,,,,,5.0,,,,,,Involontaire (particulier),0
2022,15675,48,48076,,2022-06-20 15:01:00,15000,,,,,,,,,15000.0,,1.0,,,,,,Involontaire (travaux),0
2023,7872,11,11328,Routier,2023-08-18 08:54:00,40,40.0,0.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Malveillance,1
2022,18818,13,13008,Aurons,2022-06-24 03:59:00,30,30.0,,,,,,,,,,1.0,,,,,,Naturelle,0
2024,19487,48,48148,Saint-Étienne-Vallée-Française,2024-04-23 14:26:00,1104,1100.0,0.0,0.0,0.0,4.0,,,,,Mesurées,3.0,Non,,,,,Accidentelle,0
2023,1081,7,7239,Saint-Genest-Lachamp,2023-03-22 12:26:00,200900,12200.0,97100.0,78700.0,0.0,12900.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2024,20711,11,11262,Narbonne,2024-04-20 17:30:00,94800,0.0,94800.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0
2022,10928,40,40243,Rion-des-Landes,2022-08-29 15:37:00,150,150.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Naturelle,0
2022,21005,6,6074,Lantosque,2022-12-11 13:42:00,2000,,,,,,,,,,,,,,,,,Malveillance,1
2023,20074,33,33328,Pomerol,2023-09-20 07:42:10,50,50.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Malveillance,1
2023,1175,2B,2B230,Piève,2023-03-25 17:35:00,5000,0.0,5000.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (travaux),0
2023,217,5,5145,Saint-Jean-Saint-Nicolas,2023-02-12 13:24:00,1300,1254.0,0.0,0.0,0.0,46.0,,,,,Estimées,4.0,Non,,,,,Malveillance,1
2024,20688,11,11259,Moussoulens,2024-04-16 14:09:00,400,0.0,400.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2022,17507,4,4208,Simiane-la-Rotonde,2022-07-30 15:52:00,42700,36900.0,,,,,,,,5800.0,,3.0,,,,,,Involontaire (travaux),0
2022,13613,6,6033,Carros,2022-01-23 13:52:00,1000,,1000.0,,,,,,,,,1.0,,,,,,Malveillance,1
2023,17340,40,40259,Saint-Gein,2023-09-11 16:00:00,4000,4000.0,,0.0,0.0,0.0,,,,,Mesurées,,Non,0.0,0.0,0.0,,Accidentelle,0
2023,3702,11,11351,Saint-Laurent-de-la-Cabrerisse,2023-02-17 16:25:00,12000,0.0,12000.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0
2023,7313,34,34121,Joncels,2023-08-01 00:25:00,12415,0.0,12415.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2024,20725,11,11369,Sallèles-d'Aude,2024-04-23 00:12:00,100,0.0,100.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2022,20051,2B,2B055,Campitello,2022-10-28 15:20:00,177900,7900.0,170000.0,,,,,,,,,1.0,,,,,,Malveillance,1
2022,14821,2A,2A324,Tavera,2022-03-09 17:49:00,15,,15.0,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2024,20471,5,5073,Lazer,2024-07-21 09:45:00,80,80.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2022,7203,61,61232,Lonlay-l'Abbaye,2022-08-04 13:16:47,4000,0.0,,4000.0,,,4000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2023,19819,33,33320,Petit-Palais-et-Cornemps,2023-03-06 15:19:52,10000,5000.0,,5000.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Involontaire (particulier),0
2023,14795,66,66104,Los Masos,2023-12-22 07:40:00,200,200.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2022,10859,40,40169,Maillas,2022-06-05 18:19:00,1200,200.0,,0.0,,,0.0,,,1000.0,Estimées,,Non,,,,,Naturelle,0
2022,7174,61,61167,La Ferté-en-Ouche,2022-08-09 15:02:03,8000,0.0,,8000.0,,,8000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2024,28835,7,7210,Saint-Andéol-de-Vals,2024-08-21 15:56:00,5000,5000.0,0.0,0.0,0.0,0.0,,,,,Estimées,3.0,Non,,,,,Malveillance,1
2023,7779,2B,2B355,Volpajola,2023-08-22 19:55:00,60,0.0,60.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2024,21231,13,13001,Aix-en-Provence,2024-07-08 20:10:00,10,10.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2023,7463,2B,2B346,Vescovato,2023-08-15 14:45:00,2000,0.0,2000.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2022,7291,61,61500,La Ventrouze,2022-07-14 20:14:51,200,0.0,,200.0,,,200.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,10488,47,47036,Bourlens,2022-09-11 19:37:15,500,500.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Involontaire (particulier),0
2022,20576,6,6132,Saorge,2022-08-07 13:48:00,15000,,,,,,,,,,,,,,,,,Naturelle,0
2023,5740,2B,2B143,Linguizzetta,2023-07-22 14:28:00,150,0.0,150.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,8568,13,13047,Istres,2023-08-19 17:09:00,30,30.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2022,16032,30,30319,Serviers-et-Labaume,2022-06-13 15:34:00,772400,772400.0,,,,,,,,,,4.0,,,,,,Involontaire (travaux),0
2022,13724,13,13047,Istres,2022-03-08 18:05:00,2000,2000.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2022,18874,13,13112,Velaux,2022-07-06 19:57:00,1000,1000.0,,,,,,,,,,1.0,,,,,,Accidentelle,0
2024,23037,74,74276,Taninges,2024-07-31 11:57:00,200,200.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0
2023,14557,66,66008,Argelès-sur-Mer,2023-08-17 13:04:00,1,1.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2023,11471,7,7209,Saint-Andéol-de-Fourchades,2023-10-15 16:12:00,20000,0.0,20000.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Accidentelle,0
2023,22163,24,24087,Castels et Bézenac,2023-10-13 14:19:00,2000,2000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Accidentelle,0
2023,14674,66,66080,Fontpédrouse,2023-10-21 11:26:00,2,2.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2024,28272,2A,2A247,Porto-Vecchio,2024-08-16 18:31:00,1756,1756.0,0.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Naturelle,0
2022,18857,13,13067,Orgon,2022-07-04 16:20:00,300,300.0,,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2022,16859,48,48185,Les Salelles,2022-07-16 11:32:00,100,,100.0,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2023,14554,66,66142,Planès,2023-08-16 11:28:00,1,1.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2023,6435,30,30198,Les Plantiers,2023-04-11 12:18:00,628,628.0,0.0,0.0,0.0,0.0,,,,,Mesurées,3.0,Non,,,,,Involontaire (travaux),0
2023,15849,17,17317,Saint-Ciers-du-Taillon,2023-08-09 15:57:00,500,500.0,,0.0,0.0,0.0,,,,,Mesurées,,Non,0.0,0.0,0.0,,Involontaire (travaux),0
2022,12199,87,87046,Cognac-la-Forêt,2022-03-07 17:23:22,5,5.0,,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2022,6241,56,56240,Sarzeau,2022-07-09 17:15:00,5,0.0,,5.0,,,5.0,0.0,0.0,0.0,Mesurées,,,,,,,Involontaire (particulier),0
2023,1130,34,34319,Vailhan,2023-03-06 14:06:00,84,0.0,84.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2023,7824,74,74004,Allèves,2023-08-21 09:40:00,2,2.0,,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Accidentelle,0
2022,15646,48,48145,Saint-Denis-en-Margeride,2022-03-01 11:35:00,60000,,60000.0,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2022,13646,7,7074,Creysseilles,2022-01-21 16:18:00,6000,6000.0,,,,,,,,,,5.0,,,,,,Accidentelle,0
2022,7302,61,61293,Mortagne-au-Perche,2022-07-11 17:10:04,50,0.0,,50.0,,,50.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2024,26742,33,33376,Saint-Aubin-de-Médoc,2024-07-14 00:58:45,40,20.0,,20.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Malveillance,1
2022,7153,61,61490,Tournai-sur-Dive,2022-08-12 15:13:14,110000,0.0,,110000.0,,,110000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,8266,38,38114,Clonas-sur-Varèze,2022-06-10 18:52:00,200,0.0,,200.0,,,200.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (particulier),0
2023,21417,83,83125,Seillons-Source-d'Argens,2023-02-21 15:43:00,1500,0.0,1500.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Malveillance,1
2022,19715,13,13056,Martigues,2022-09-27 09:13:00,10,10.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2022,220,15,15088,Lacapelle-Viescamp,2022-03-24 17:20:00,200,200.0,,0.0,,,0.0,0.0,0.0,0.0,Mesurées,,,,,,,Involontaire (travaux),0
2022,15243,7,7148,Malbosc,2022-01-31 12:44:00,5000,5000.0,,,,,,,,,,4.0,,,,,,Malveillance,1
2022,18396,34,34116,Grabels,2022-07-28 13:50:00,28776,28776.0,,,,,,,,,,1.0,,,,,,Accidentelle,0
2022,1503,46,46233,Quissac,2022-07-14 15:10:00,15000,0.0,,15000.0,,,15000.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (travaux),0
2024,22776,13,13041,Gardanne,2024-08-25 18:41:00,100,100.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,14294,13,13044,Grans,2022-04-01 20:38:00,400,400.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2023,2645,41,41260,Thoury,2023-05-25 14:02:00,1000,1000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Accidentelle,0
2023,5163,34,34024,Balaruc-le-Vieux,2023-07-06 16:53:00,1184,0.0,1184.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (travaux),0
2023,4873,13,13063,Miramas,2023-07-02 07:20:00,5,5.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,7883,11,11325,Rouffiac-d'Aude,2023-08-21 17:39:00,4000,0.0,4000.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2022,19725,13,13030,Cuges-les-Pins,2022-10-01 14:16:00,50,50.0,,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2022,21886,34,34268,Saint-Jean-de-la-Blaquière,2022-02-25 15:45:00,41039,0.0,41039.0,,,,,,,,,1.0,,,,,,Malveillance,1
2024,21828,6,6112,Le Rouret,2024-08-15 06:57:00,20,0.0,20.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2024,21271,13,13099,Saint-Paul-lès-Durance,2024-07-23 11:50:00,280,280.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Naturelle,0
2022,7237,61,61008,Aube,2022-07-25 16:33:05,35000,0.0,,35000.0,,,35000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,17385,2B,2B172,Murato,2022-07-21 23:07:00,4000,,,,,,,,,,,,,,,,,Malveillance,1
2024,27635,2A,2A198,Ota,2024-07-09 15:49:00,2500,0.0,2500.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2022,19677,13,13110,Trets,2022-02-13 17:21:00,2000,2000.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2023,3723,11,11207,Loupia,2023-02-19 13:56:00,1000,0.0,1000.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Accidentelle,0
2022,18680,4,4039,Castellane,2022-08-28 11:33:00,5,5.0,,,,,,,,,,,,,,,,Naturelle,0
2023,21846,83,83050,Draguignan,2023-10-28 15:02:00,500,0.0,500.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2023,5129,34,34038,Le Bousquet-d'Orb,2023-06-27 00:40:00,121,0.0,121.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2024,27235,2A,2A310,Santa-Maria-Figaniella,2024-05-28 17:20:00,150,0.0,150.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2022,21694,2A,2A017,Appietto,2022-10-22 11:38:00,200,,150.0,,,,,,,50.0,,,,,,,,Involontaire (particulier),0
2022,7906,38,38389,Saint-Georges-d'Espéranche,2022-10-28 19:16:00,30,0.0,,30.0,,,30.0,0.0,0.0,0.0,Estimées,,,,,,,Malveillance,1
2022,16235,83,83127,Signes,2022-07-06 00:10:00,315,315.0,,,,,,,,,,5.0,,,,,,Malveillance,1
2024,28700,7,7200,Le Roux,2024-07-03 15:00:00,1,0.0,1.0,0.0,0.0,0.0,,,,,Estimées,5.0,Non,,,,,Involontaire (travaux),0
2023,3166,30,30137,Lamelouze,2023-01-29 23:39:00,3470,3470.0,0.0,0.0,0.0,0.0,,,,,Mesurées,5.0,Non,,,,,Involontaire (particulier),0
2023,19828,33,33255,Lucmau,2023-03-20 12:01:13,800,800.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Accidentelle,0
2024,28127,84,84026,Cadenet,2024-08-26 18:16:00,310,310.0,0.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Malveillance,1
2022,7271,61,61474,Gouffern en Auge,2022-07-18 14:54:09,200,0.0,,200.0,,,200.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2024,20116,13,13104,Sausset-les-Pins,2024-04-16 11:47:00,5,5.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2022,18911,13,13058,Maussane-les-Alpilles,2022-08-01 19:33:00,5,5.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2022,7119,72,72260,Ruaudin,2022-08-16 22:12:00,10,10.0,,0.0,,,0.0,0.0,0.0,0.0,Estimées,,,,,,,Malveillance,1
2022,14792,6,6074,Lantosque,2022-05-10 09:23:00,1000,,1000.0,,,,,,,,,5.0,,,,,,Malveillance,1
2023,2958,6,6023,Breil-sur-Roya,2023-06-10 11:18:00,250,0.0,250.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2022,10933,40,40244,Rivière-Saas-et-Gourby,2022-08-12 12:21:00,406,406.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Involontaire (particulier),0
2022,15978,11,11045,Bouriège,2022-03-22 13:45:00,2000,,,,,,,,,,,,,,,,,Accidentelle,0
2023,4751,13,13002,Allauch,2023-05-03 15:49:00,500,500.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2022,17810,7,7335,Vaudevant,2022-07-10 15:16:00,100,100.0,,,,,,,,,,4.0,,,,,,Malveillance,1
2023,3740,11,11286,Peyriac-Minervois,2023-04-05 18:49:00,5000,0.0,5000.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0
2022,16519,34,34285,Saint-Pons-de-Mauchiens,2022-07-05 18:29:00,116264,,116264.0,,,,,,,,,1.0,,,,,,Malveillance,1
2023,7618,11,11324,Roubia,2023-08-10 09:33:00,60,60.0,0.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2023,7896,2A,2A359,Zicavo,2023-08-23 17:51:00,4451,0.0,4451.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,18526,11,11416,Villarzel-Cabardès,2022-08-10 17:52:00,8993,,,,,,,,,,,,,,,,,Accidentelle,0
2024,28609,30,30221,Roquemaure,2024-09-29 02:07:00,190,190.0,,,,,,,,,Mesurées,2.0,Non,,,,,Malveillance,1
2022,7197,61,61421,Saint-Mars-d'Égrenne,2022-08-05 16:59:41,30000,0.0,,30000.0,,,30000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,10855,40,40227,Pissos,2022-08-16 21:41:00,17540,17540.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Accidentelle,0
2024,22799,13,13099,Saint-Paul-lès-Durance,2024-08-22 13:28:00,40,40.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Oui,0.0,1.0,1.0,,Accidentelle,0
2023,5007,13,13005,Aubagne,2023-07-08 18:22:00,20,20.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2022,15283,13,13098,Saint-Mitre-les-Remparts,2022-06-08 14:47:00,20,20.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2022,16000,11,11273,Paraza,2022-04-17 15:08:00,5000,,,,,,,,,,,,,,,,,Involontaire (particulier),0
2024,21683,13,13055,Marseille,2024-08-04 15:22:00,10000,5000.0,3000.0,0.0,2000.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,5796,2A,2A004,Ajaccio,2023-07-19 10:13:00,20,0.0,20.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0
2022,5567,974,97414,Saint-Louis,2022-10-26 16:50:00,21889,0.0,,21889.0,,,21889.0,0.0,0.0,0.0,Mesurées,,,,,,,Malveillance,1
2022,11651,33,33019,Audenge,2022-06-18 21:33:00,2500,2500.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Naturelle,0
